id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
FT_other_sector_05-11-2004 26 03	negative	has_medium_neg_target	But another movie executive , warning of a looming crisis , claimed that the music industry had failed to stem endemic piracy with a spate of lawsuits and the launch of legitimate online services .	had failed to stem endemic piracy with a spate of lawsuits and the launch of legitimate online services	the music industry had failed to stem endemic piracy with a spate of lawsuits and the launch of legitimate online services	(16, 33)	(13, 33)	[(13, 15)]	train
FT_other_sector_05-11-2004 26 04	positive	has_medium_pos_target	But another movie executive , warning of a looming crisis , claimed that the music industry had failed to stem endemic piracy with a spate of lawsuits and the launch of legitimate online services .	the launch of	the launch of legitimate online services	(28, 30)	(28, 33)	[(31, 33)]	train
FT_other_sector_05-11-2004 28 00	negative	has_medium_neg_target	There is widespread concern that movie piracy could erode DVD sales , currently more valuable than box office revenues to Hollywood .	There is widespread concern that	There is widespread concern that movie piracy could erode DVD sales	(0, 4)	(0, 10)	[(5, 10)]	train
FT_other_sector_05-11-2004 28 01	negative	has_medium_neg_target	There is widespread concern that movie piracy could erode DVD sales , currently more valuable than box office revenues to Hollywood .	could erode	could erode DVD sales	(7, 8)	(7, 10)	[(9, 10)]	train
FT_other_sector_05-11-2004 28 02	positive	has_medium_pos_target	There is widespread concern that movie piracy could erode DVD sales , currently more valuable than box office revenues to Hollywood .	currently more valuable than box office revenues to	currently more valuable than box office revenues to Hollywood	(12, 19)	(12, 20)	[(20, 20)]	train
FT_other_sector_05-11-2004 30 00	negative	has_medium_neg_target	The MPAA felt its softer approach to discouraging piracy - classes in elementary schools and anti-piracy messages at cinemas - was no longer sufficient .	was no longer sufficient .	its softer approach to discouraging piracy - classes in elementary schools and anti-piracy messages at cinemas - was no longer sufficient .	(20, 24)	(3, 24)	[(3, 18)]	train
FT_other_sector_05-11-2004 32 00	neutral	has_medium_other_target	Alex Yemenidjian , chairman and chief executive of Metro Goldwyn Mayer , warned that the industry had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films .	had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films	had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films	(16, 34)	(16, 34)	[(19, 21)]	train
FT_other_sector_05-11-2004 32 01	positive	has_medium_pos_target	Alex Yemenidjian , chairman and chief executive of Metro Goldwyn Mayer , warned that the industry had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films .	increased	increased broadband usage	(23, 23)	(23, 25)	[(24, 25)]	train
FT_other_sector_05-11-2004 32 02	negative	has_medium_neg_target	Alex Yemenidjian , chairman and chief executive of Metro Goldwyn Mayer , warned that the industry had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films .	improved	improved compression technologies	(27, 27)	(27, 29)	[(28, 29)]	train
FT_other_sector_05-11-2004 32 03	positive	has_medium_pos_target	Alex Yemenidjian , chairman and chief executive of Metro Goldwyn Mayer , warned that the industry had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films .	allowed faster	allowed faster downloading of films	(30, 31)	(30, 34)	[(32, 34)]	train
FT_other_sector_05-11-2004 32 04	positive	has_medium_pos_target	Alex Yemenidjian , chairman and chief executive of Metro Goldwyn Mayer , warned that the industry had to address the piracy issue before increased broadband usage and improved compression technologies allowed faster downloading of films .	faster	faster downloading of films	(31, 31)	(31, 34)	[(32, 34)]	train
FT_other_sector_05-11-2004 34 00	neutral	has_target_with_unknown_polarity	""" Technology is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files , "" he said ."	is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files	Technology is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files	(2, 34)	(1, 34)	[(1, 1)]	train
FT_other_sector_05-11-2004 34 01	positive	has_low_pos_target	""" Technology is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files , "" he said ."	is n't a large financial problem today	what is n't a large financial problem today	(8, 14)	(7, 14)	[(7, 7)]	train
FT_other_sector_05-11-2004 34 02	negative	has_medium_neg_target	""" Technology is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files , "" he said ."	could become one in five years ' time	what is n't a large financial problem today could become one in five years ' time	(15, 22)	(7, 22)	[(7, 14)]	train
FT_other_sector_05-11-2004 34 03	neutral	has_medium_other_target	""" Technology is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files , "" he said ."	could be as simple as sharing music files	sharing film files could be as simple as sharing music files	(27, 34)	(24, 34)	[(24, 26)]	train
FT_other_sector_05-11-2004 34 04	neutral	has_medium_other_target	""" Technology is advancing so quickly that what is n't a large financial problem today could become one in five years ' time when sharing film files could be as simple as sharing music files , "" he said ."	as simple as	as simple as sharing music files	(29, 31)	(29, 34)	[(32, 34)]	train
FT_other_sector_05-11-2004 35 00	positive	has_medium_pos_target	Mr Yemenidjian argued that civil lawsuits would be just part of a wider deterrent programme by the film industry , which is in talks with the department of justice about seeking criminal prosecutions .	would be just part of a wider deterrent programme by the film industry	civil lawsuits would be just part of a wider deterrent programme by the film industry	(6, 18)	(4, 18)	[(4, 5)]	train
FT_other_sector_05-11-2004 35 01	positive	has_medium_pos_target	Mr Yemenidjian argued that civil lawsuits would be just part of a wider deterrent programme by the film industry , which is in talks with the department of justice about seeking criminal prosecutions .	is in talks with the department of justice about seeking	is in talks with the department of justice about seeking criminal prosecutions	(21, 30)	(21, 32)	[(31, 32)]	train
FT_other_sector_07-02-2005 00 00	neutral	has_target_with_unknown_polarity	M&A in media sector set to gather pace	set to gather pace	M&A in media sector set to gather pace	(4, 7)	(0, 7)	[(0, 3)]	train
FT_other_sector_07-02-2005 02 00	neutral	has_target_with_unknown_polarity	Mergers and acquisitions in Europe 's media industry are expected to gather pace this year following completion of deals worth Euros 16.3bn ( Dollars 21m ) in the last 12 months , according to an industry study .	are expected to gather pace this year	Mergers and acquisitions in Europe 's media industry are expected to gather pace this year	(8, 14)	(0, 14)	[(0, 7)]	train
FT_other_sector_07-02-2005 02 01	positive	has_medium_pos_target	Mergers and acquisitions in Europe 's media industry are expected to gather pace this year following completion of deals worth Euros 16.3bn ( Dollars 21m ) in the last 12 months , according to an industry study .	completion of deals worth Euros 16.3bn ( Dollars 21m ) in the last 12 months	completion of deals worth Euros 16.3bn ( Dollars 21m ) in the last 12 months	(16, 30)	(16, 30)	[(18, 18)]	train
FT_other_sector_07-02-2005 02 02	positive	has_medium_pos_target	Mergers and acquisitions in Europe 's media industry are expected to gather pace this year following completion of deals worth Euros 16.3bn ( Dollars 21m ) in the last 12 months , according to an industry study .	worth Euros 16.3bn ( Dollars 21m )	deals worth Euros 16.3bn ( Dollars 21m )	(19, 25)	(18, 25)	[(18, 18)]	train
FT_other_sector_07-02-2005 06 00	positive	has_medium_pos_target	Last year , the number of deals in the sector rose 14 per cent to 97 , led by transactions such as the Granada-Carlton TV merger in the UK .	Last year , the number of deals in the sector rose 14 per cent to 97	Last year , the number of deals in the sector rose 14 per cent to 97	(0, 15)	(0, 15)	[(3, 9)]	train
FT_other_sector_07-02-2005 06 01	positive	has_medium_pos_target	Last year , the number of deals in the sector rose 14 per cent to 97 , led by transactions such as the Granada-Carlton TV merger in the UK .	led by transactions such as	led by transactions such as the Granada-Carlton TV merger in the UK	(17, 21)	(17, 28)	[(22, 28)]	train
